horsepower3,displacement,gears,torque_log,age,fuel_consumption_km_l
14706125,2.0,8.0,5.552959584921617,8,6.0
3796416,1.6,7.0,5.214935757608986,8,15.0
1404928,2.0,6.0,5.332718793265369,6,9.0
2515456,1.5,7.0,5.087596335232384,6,17.0
6229504,2.0,8.0,5.3981627015177525,5,14.0
3652264,1.6,7.0,5.214935757608986,8,15.0
5929741,2.0,8.0,5.365976015021851,6,12.0
5929741,2.0,6.0,5.1647859739235145,6,14.0
1953125,1.4,7.0,4.997212273764115,8,15.0
24389000,3.3,6.0,5.529429087511423,8,9.0
1771561,1.6,6.0,4.709530201312334,7,14.0
34965783,3.7,7.0,5.594711379601839,7,10.0
1442897,1.5,5.0,4.709530201312334,4,14.0
551368,1.2,5.0,4.418840607796598,3,19.0
4913000,1.5,6.0,5.313205979041787,6,9.0
1331000,1.0,6.0,4.770684624465665,7,19.0
6644672,2.5,6.0,5.225746673713202,4,10.0
3796416,1.6,7.0,5.214935757608986,5,13.0
3652264,1.6,9.0,5.214935757608986,7,13.0
1331000,1.6,5.0,4.736198448394496,8,15.0
37595375,3.6,8.0,5.652489180268651,8,8.0
3112136,1.6,6.0,5.272999558563747,8,27.0
2197000,1.8,6.0,4.897839799950911,7,12.0
23887872,3.6,6.0,5.598421958998375,8,9.0
4410944,2.0,6.0,4.983606621708336,7,12.0
4913000,2.0,7.0,5.332718793265369,11,12.0
6434856,2.5,6.0,5.225746673713202,6,9.0
5832000,1.6,6.0,5.176149732573829,11,14.0
13824000,2.0,9.0,5.521460917862246,10,8.0
2628072,1.5,7.0,5.087596335232384,6,16.0
2515456,1.5,7.0,5.087596335232384,5,17.0
37595375,3.0,8.0,5.908082938168931,6,10.0
5929741,2.0,8.0,5.293304824724492,9,12.0
23149125,2.5,6.0,5.53338948872752,14,9.0
23887872,3.6,6.0,5.598421958998375,9,9.0
6331625,2.4,6.0,5.181783550292085,5,12.0
18821096,3.3,6.0,5.455321115357702,5,9.0
1815848,1.4,7.0,4.997212273764115,10,15.0
6644672,2.5,6.0,5.214935757608986,10,9.0
3796416,1.6,7.0,5.214935757608986,7,13.0
13824000,2.0,6.0,5.598421958998375,5,9.0
6644672,2.5,6.0,5.225746673713202,6,14.0
2744000,1.8,6.0,4.859812404361672,5,15.0
6434856,2.5,6.0,5.225746673713202,4,9.0
3375000,2.0,6.0,4.955827057601261,8,14.0
33386248,3.0,8.0,5.908082938168931,8,10.0
551368,1.2,5.0,4.418840607796598,7,19.0
2515456,1.5,6.0,5.087596335232384,8,17.0
23149125,3.6,5.0,5.560681631015528,7,5.0
15625000,2.5,6.0,5.736572297479192,6,11.0
18821096,3.3,6.0,5.455321115357702,6,9.0
2406104,1.5,8.0,5.087596335232384,6,17.0
1331000,1.6,5.0,4.736198448394496,4,15.0
5832000,2.0,7.0,5.4638318050256105,5,12.0
13824000,2.0,6.0,5.598421958998375,12,11.0
3375000,1.4,7.0,5.214935757608986,5,14.0
551368,1.2,5.0,4.418840607796598,5,19.0
46656000,5.7,8.0,5.966146739123692,9,7.0
5832000,2.4,6.0,5.1647859739235145,6,12.0
5545233,2.4,5.0,5.099866427824199,11,9.0
23887872,3.6,6.0,5.598421958998375,11,9.0
1331000,1.6,6.0,4.736198448394496,6,14.0
3581577,2.0,6.0,4.955827057601261,6,12.0
2515456,1.5,6.0,5.087596335232384,9,17.0
2744000,1.4,7.0,5.214935757608986,9,18.0
1771561,1.6,6.0,4.709530201312334,5,15.0
24389000,3.5,6.0,5.541263545158426,12,9.0
55306341,5.7,6.0,5.993961427306569,9,6.0
2628072,1.4,7.0,5.181783550292085,4,14.0
6331625,2.4,6.0,5.181783550292085,8,13.0
5451776,2.5,6.0,5.147494476813453,10,13.0
1771561,1.6,6.0,4.709530201312334,7,15.0
1771561,1.6,6.0,4.709530201312334,6,16.0
6644672,2.5,6.0,5.214935757608986,8,14.0
2744000,2.0,6.0,4.969813299576001,4,14.0
5359375,1.6,8.0,5.214935757608986,9,13.0
1771561,1.6,6.0,4.709530201312334,4,15.0
37595375,3.6,8.0,5.652489180268651,7,8.0
2248091,2.0,4.0,4.955827057601261,7,12.0
24389000,3.6,5.0,5.560681631015528,13,7.0
4574296,2.4,6.0,5.181783550292085,5,9.0
23149125,3.6,5.0,5.560681631015528,13,9.0
4741632,1.6,8.0,5.214935757608986,11,13.0
3241792,2.0,6.0,4.948759890378168,7,15.0
4741632,2.5,6.0,5.135798437050262,9,9.0
1771561,1.5,6.0,4.6913478822291435,4,17.0
1771561,1.6,6.0,4.709530201312334,5,14.0
22665187,3.6,6.0,5.560681631015528,8,7.0
1030301,1.4,6.0,4.584967478670572,10,14.0
2248091,2.0,6.0,4.955827057601261,7,14.0
2248091,2.0,6.0,4.955827057601261,6,13.0
6434856,2.5,6.0,5.225746673713202,5,9.0
3581577,2.0,6.0,4.955827057601261,7,12.0
23149125,4.8,6.0,5.720311776607412,5,8.0
3723875,2.0,6.0,4.997212273764115,10,14.0
1331000,1.6,5.0,4.6913478822291435,10,13.0
2248091,2.0,4.0,4.955827057601261,9,12.0
24389000,3.3,6.0,5.529429087511423,7,9.0
6434856,2.5,6.0,5.225746673713202,6,9.0
1157625,1.6,5.0,4.727387818712341,4,15.0
4741632,1.6,8.0,5.214935757608986,10,13.0
1442897,1.6,5.0,4.762173934797756,7,12.0
44738875,5.3,6.0,5.948034989180646,6,8.0
1259712,1.6,6.0,4.736198448394496,9,14.0
1191016,1.5,6.0,4.634728988229636,6,18.0
614125,1.4,5.0,4.499809670330265,8,14.0
4173281,1.3,6.0,5.135798437050262,3,16.0
5929741,2.0,6.0,5.017279836814924,5,13.0
1442897,1.5,5.0,4.709530201312334,3,14.0
1124864,1.6,6.0,4.727387818712341,8,14.0
1157625,1.6,5.0,4.727387818712341,5,15.0
4096000,2.0,6.0,4.983606621708336,10,15.0
1331000,1.6,5.0,4.736198448394496,5,9.0
6331625,2.4,6.0,5.181783550292085,9,13.0
1953125,1.4,7.0,4.6913478822291435,8,15.0
23149125,5.3,6.0,5.720311776607412,6,8.0
1124864,1.6,5.0,4.727387818712341,7,14.0
1124864,1.6,5.0,4.727387818712341,6,14.0
61629875,5.0,10.0,5.991464547107982,5,9.0
4741632,2.5,5.0,5.176149732573829,11,11.0
3048625,2.0,6.0,4.912654885736052,10,12.0
1191016,1.5,6.0,4.634728988229636,7,18.0
1771561,1.6,6.0,4.709530201312334,5,14.0
2744000,2.0,6.0,4.969813299576001,5,14.0
1030301,1.4,5.0,4.584967478670572,11,15.0
6028568,2.4,6.0,5.147494476813453,9,9.0
5268024,2.0,6.0,5.176149732573829,7,11.0
1191016,1.6,5.0,4.653960350157523,8,16.0
1771561,1.6,6.0,4.709530201312334,6,15.0
1771561,1.6,6.0,4.709530201312334,7,16.0
531441,1.2,5.0,4.382026634673881,4,18.0
3723875,2.0,6.0,4.997212273764115,9,13.0
2197000,1.5,6.0,4.736198448394496,10,15.0
1124864,1.6,5.0,4.727387818712341,10,13.0
1157625,1.6,5.0,4.727387818712341,5,15.0
1225043,1.5,5.0,4.6443908991413725,7,17.0
2197000,1.5,6.0,4.736198448394496,9,12.0
1643032,1.6,4.0,4.770684624465665,8,12.0
3723875,2.0,6.0,4.997212273764115,7,13.0
1124864,1.6,5.0,4.727387818712341,6,13.0
2197000,1.5,6.0,4.736198448394496,8,15.0
551368,1.2,5.0,4.418840607796598,4,19.0
1191016,1.6,5.0,4.653960350157523,7,14.0
1520875,1.6,5.0,4.736198448394496,9,14.0
2803221,1.8,6.0,4.844187086458591,7,13.0
3944312,2.0,6.0,4.927253685157205,7,14.0
5177717,2.4,4.0,5.111987788356544,12,8.0
3723875,2.0,6.0,4.997212273764115,7,9.0
1124864,1.6,6.0,4.727387818712341,9,15.0
1061208,1.5,5.0,4.59511985013459,8,13.0
1191016,1.6,5.0,4.653960350157523,7,16.0
1728000,1.6,6.0,4.718498871295094,7,14.0
1520875,1.6,6.0,4.736198448394496,8,13.0
1728000,1.6,6.0,4.718498871295094,6,14.0
23149125,3.6,5.0,5.560681631015528,8,10.0
941192,1.4,5.0,4.48863636973214,8,18.0
1520875,1.6,5.0,4.762173934797756,9,13.0
2744000,1.8,6.0,4.859812404361672,12,15.0
1000000,1.6,5.0,4.653960350157523,9,17.0
681472,1.2,5.0,4.477336814478207,7,18.0
531441,1.2,5.0,4.382026634673881,5,18.0
1225043,1.6,4.0,4.6443908991413725,7,16.0
4574296,2.5,6.0,5.181783550292085,6,9.0
1092727,1.6,5.0,4.672828834461906,11,14.0
1157625,1.5,6.0,4.653960350157523,8,17.0
704969,1.6,5.0,5.0689042022202315,7,18.0
1728000,1.6,5.0,4.718498871295094,9,16.0
2924207,2.4,5.0,5.0369526024136295,14,9.0
1157625,1.5,5.0,4.653960350157523,7,17.0
1157625,1.5,6.0,4.653960350157523,9,17.0
1953125,1.8,6.0,4.852030263919617,7,13.0
42875000,3.7,6.0,5.991464547107982,8,9.0
32768000,2.0,8.0,5.68697535633982,6,9.0
29791000,3.6,8.0,5.6131281063880705,6,9.0
78953589,5.5,7.0,6.246106765481563,10,5.0
6229504,2.0,7.0,5.293304824724492,9,12.0
48627125,3.3,8.0,5.929589143389895,7,7.0
14706125,2.0,8.0,5.616771097666572,4,12.0
6229504,2.4,9.0,5.14166355650266,9,9.0
46656000,3.5,7.0,5.998936561946683,8,15.0
3375000,1.4,7.0,4.997212273764115,6,17.0
2628072,1.4,6.0,5.087596335232384,7,15.0
7077888,2.0,8.0,5.3981627015177525,7,13.0
8998912,2.0,9.0,5.552959584921617,7,9.0
10941048,2.0,8.0,5.552959584921617,10,9.0
6859000,1.5,8.0,5.3981627015177525,4,13.0
37595375,3.0,7.0,5.82600010738045,10,8.0
5451776,2.5,6.0,5.147494476813453,7,13.0
4741632,2.5,6.0,5.176149732573829,7,11.0
15438249,2.0,8.0,5.552959584921617,8,12.0
5929741,2.0,7.0,5.3981627015177525,9,9.0
11852352,2.5,6.0,5.736572297479192,6,11.0
6859000,1.5,8.0,5.3981627015177525,3,13.0
13824000,2.0,6.0,5.560681631015528,8,10.0
14172488,2.0,8.0,5.552959584921617,8,7.0
74088000,2.5,6.0,6.1092475827643655,10,7.0
87528384,4.4,8.0,6.171700597410915,6,7.0
3375000,1.4,6.0,5.214935757608986,9,16.0
16003008,2.0,8.0,5.736572297479192,7,14.0
3652264,1.6,7.0,5.214935757608986,8,14.0
1157625,1.6,5.0,4.736198448394496,7,17.0
3241792,1.4,7.0,5.214935757608986,8,15.0
3581577,1.4,6.0,5.176149732573829,7,16.0
4330747,1.3,7.0,5.214935757608986,5,15.0
2744000,1.5,7.0,5.087596335232384,5,15.0
6229504,2.0,8.0,5.736572297479192,7,13.0
6644672,2.5,6.0,5.225746673713202,6,10.0
3241792,1.4,7.0,5.214935757608986,9,17.0
27000000,2.3,10.0,5.736572297479192,5,11.0
3375000,1.4,7.0,5.214935757608986,5,17.0
6434856,2.5,6.0,5.214935757608986,9,10.0
3375000,1.4,8.0,5.214935757608986,3,17.0
3375000,1.4,7.0,5.214935757608986,5,14.0
16003008,2.0,8.0,5.736572297479192,6,14.0
3652264,1.6,7.0,5.214935757608986,8,13.0
3241792,1.4,7.0,5.214935757608986,8,15.0
7077888,2.0,8.0,5.332718793265369,8,11.0
8998912,2.0,8.0,5.552959584921617,13,9.0
21952000,3.5,6.0,5.568344503761097,7,9.0
8998912,2.0,9.0,5.552959584921617,7,9.0
12977875,2.0,9.0,5.552959584921617,6,13.0
3375000,1.4,7.0,5.214935757608986,5,17.0
8120601,1.6,7.0,5.272999558563747,5,14.0
97336000,5.0,10.0,6.040254711277414,4,8.0
21952000,3.5,6.0,5.568344503761097,9,9.0
23149125,3.5,6.0,5.53338948872752,12,9.0
2515456,1.5,6.0,5.087596335232384,7,17.0
23887872,3.6,6.0,5.598421958998375,8,9.0
21024576,3.6,6.0,5.579729825986222,12,9.0
46656000,5.7,8.0,5.966146739123692,7,7.0
27270901,3.6,6.0,5.605802066295998,9,9.0
3796416,1.6,7.0,5.214935757608986,6,13.0
3375000,1.4,7.0,5.214935757608986,7,14.0
3241792,1.4,6.0,5.214935757608986,7,14.0
5929741,2.0,8.0,5.293304824724492,10,12.0
2248091,2.0,4.0,4.955827057601261,6,12.0
29791000,3.6,6.0,5.602118820879701,7,9.0
22665187,3.6,6.0,5.560681631015528,8,8.0
5929741,2.0,9.0,5.3981627015177525,8,9.0
16003008,2.0,9.0,5.552959584921617,6,9.0
3944312,1.4,6.0,5.176149732573829,10,14.0
778688,1.6,5.0,5.135798437050262,4,20.0
2744000,1.5,7.0,5.087596335232384,5,17.0
3796416,1.6,7.0,5.214935757608986,7,13.0
4741632,2.5,6.0,5.176149732573829,9,11.0
2515456,1.5,6.0,5.087596335232384,7,17.0
6229504,2.4,9.0,5.14166355650266,10,9.0
1000000,1.4,4.0,4.584967478670572,10,20.0
5832000,1.8,7.0,5.214935757608986,11,11.0
2628072,1.4,6.0,4.997212273764115,9,14.0
23393656,3.0,6.0,5.736572297479192,15,10.0
6751269,2.5,6.0,5.225746673713202,5,13.0
4251528,2.5,7.0,5.1647859739235145,3,9.0
24389000,3.6,8.0,5.560681631015528,10,9.0
2744000,1.8,6.0,4.859812404361672,7,15.0
1442897,1.6,6.0,4.709530201312334,7,10.0
1157625,1.2,7.0,4.859812404361672,10,17.0
8120601,2.0,7.0,5.43372200355424,11,11.0
23149125,3.6,5.0,5.560681631015528,7,6.0
1815848,1.4,6.0,4.990432586778736,11,16.0
6859000,2.0,7.0,5.4638318050256105,7,15.0
2515456,1.5,6.0,5.087596335232384,7,17.0
9393931,2.0,7.0,5.552959584921617,8,12.0
23887872,3.6,6.0,5.598421958998375,9,8.0
4741632,2.5,6.0,5.135798437050262,12,9.0
1815848,1.4,7.0,4.997212273764115,11,15.0
27000000,3.0,7.0,5.68697535633982,7,10.0
1771561,1.6,6.0,4.709530201312334,5,14.0
55306341,5.7,6.0,5.993961427306569,8,6.0
4096000,2.0,6.0,4.983606621708336,9,15.0
13824000,2.0,6.0,5.598421958998375,10,9.0
6644672,2.5,6.0,5.214935757608986,7,8.0
6331625,2.4,6.0,5.181783550292085,10,13.0
2744000,2.0,4.0,4.969813299576001,6,12.0
1331000,1.0,6.0,4.770684624465665,3,19.0
18399744,3.0,6.0,5.402677381872279,13,9.0
23149125,3.6,5.0,5.560681631015528,9,9.0
16194277,3.5,5.0,5.545177444479562,10,9.0
22665187,4.0,6.0,5.560681631015528,9,8.0
4096000,2.0,6.0,4.983606621708336,9,15.0
1191016,1.6,4.0,4.653960350157523,9,18.0
941192,1.4,5.0,4.48863636973214,4,18.0
941192,1.4,5.0,4.48863636973214,7,18.0
7645373,3.2,6.0,5.849324779946859,4,7.0
3723875,2.0,6.0,4.997212273764115,9,9.0
18821096,3.5,6.0,5.501258210544727,9,9.0
3176523,2.0,6.0,4.882801922586371,7,15.0
1815848,1.4,7.0,4.997212273764115,9,16.0
1124864,1.6,6.0,4.727387818712341,6,14.0
1815848,1.4,7.0,4.997212273764115,12,15.0
1771561,1.6,6.0,4.709530201312334,6,15.0
5929741,2.0,8.0,5.293304824724492,8,13.0
18821096,3.5,6.0,5.501258210544727,13,9.0
912673,1.3,5.0,4.543294782270004,3,15.0
4741632,2.5,5.0,5.176149732573829,12,11.0
1331000,1.6,6.0,4.736198448394496,5,13.0
1815848,1.4,7.0,4.990432586778736,12,15.0
438976,1.2,5.0,4.30406509320417,5,20.0
18821096,3.5,6.0,5.501258210544727,12,9.0
1124864,1.6,5.0,4.727387818712341,6,15.0
1331000,1.6,5.0,4.736198448394496,7,9.0
4330747,2.4,4.0,5.111987788356544,12,11.0
2628072,1.4,6.0,4.997212273764115,11,12.0
2744000,2.0,4.0,4.969813299576001,5,12.0
18821096,3.5,6.0,5.501258210544727,10,9.0
15625000,3.5,5.0,5.53338948872752,14,9.0
1124864,1.6,5.0,4.727387818712341,7,14.0
2628072,2.0,6.0,5.521460917862246,6,10.0
3048625,1.8,6.0,4.867534450455582,10,17.0
1771561,1.6,6.0,4.709530201312334,5,15.0
1771561,1.6,6.0,4.709530201312334,7,16.0
3048625,2.0,6.0,4.912654885736052,9,12.0
13144256,4.0,5.0,5.583496308781699,10,10.0
2744000,1.6,6.0,4.969813299576001,4,13.0
25934336,3.5,8.0,5.572154032177765,8,9.0
1295029,1.6,5.0,4.672828834461906,8,15.0
3723875,2.0,6.0,4.997212273764115,7,13.0
1124864,1.6,4.0,4.672828834461906,8,12.0
328509,1.0,5.0,4.219507705176107,5,15.0
3241792,2.0,5.0,4.90527477843843,13,15.0
1191016,1.6,5.0,4.653960350157523,6,16.0
2628072,1.8,6.0,4.859812404361672,9,11.0
1124864,1.6,5.0,4.727387818712341,7,15.0
1331000,1.6,5.0,4.6913478822291435,11,13.0
941192,1.4,5.0,4.48863636973214,8,18.0
1225043,1.5,5.0,4.6443908991413725,5,17.0
1000000,1.4,5.0,4.584967478670572,11,14.0
1157625,1.2,7.0,4.859812404361672,11,15.0
1520875,1.6,5.0,4.736198448394496,8,14.0
15625000,3.5,6.0,5.53338948872752,9,6.0
438976,1.2,5.0,4.30406509320417,9,20.0
1191016,1.6,5.0,4.653960350157523,9,16.0
24389000,3.5,6.0,5.579729825986222,6,9.0
1061208,1.5,4.0,4.59511985013459,5,13.0
25934336,3.5,8.0,5.572154032177765,5,9.0
1771561,1.5,5.0,4.6913478822291435,6,17.0
1404928,1.6,6.0,4.700480365792417,11,13.0
1191016,1.6,5.0,4.653960350157523,4,16.0
1225043,1.6,5.0,4.6443908991413725,4,17.0
941192,1.4,5.0,4.48863636973214,7,18.0
5088448,2.4,6.0,5.10594547390058,9,11.0
2744000,1.8,6.0,4.859812404361672,8,15.0
681472,1.2,5.0,4.477336814478207,9,16.0
912673,1.3,5.0,4.543294782270004,4,15.0
531441,1.2,5.0,4.382026634673881,7,18.0
571787,1.2,5.0,4.430816798843313,4,17.0
1092727,1.6,4.0,4.672828834461906,9,16.0
681472,1.2,5.0,4.477336814478207,8,17.0
1092727,1.6,5.0,4.672828834461906,10,14.0
1771561,1.5,5.0,4.6913478822291435,5,17.0
438976,1.2,5.0,4.30406509320417,6,21.0
636056,1.2,5.0,4.477336814478207,7,17.0
1728000,1.6,5.0,4.718498871295094,9,16.0
1953125,1.8,6.0,4.852030263919617,10,13.0
1953125,1.8,4.0,4.852030263919617,9,12.0
681472,1.2,4.0,4.477336814478207,8,15.0
1728000,1.6,5.0,4.718498871295094,6,16.0
1331000,1.6,5.0,4.74493212836325,6,14.0
74088000,4.0,8.0,6.093569770045136,10,8.0
13312053,2.0,9.0,5.5254529391317835,6,9.0
6859000,2.0,8.0,5.3981627015177525,6,13.0
19902511,3.2,9.0,5.476463551931511,7,9.0
28652616,2.0,7.0,5.68697535633982,5,12.0
15625000,2.0,9.0,5.594711379601839,5,9.0
74088000,6.2,8.0,6.1092475827643655,9,7.0
64000000,5.6,7.0,6.023447592961033,8,6.0
48627125,3.5,6.0,5.857933154483459,7,9.0
15625000,2.5,6.0,5.736572297479192,8,9.0
19248832,3.0,8.0,5.68697535633982,9,10.0
15625000,2.0,6.0,5.598421958998375,9,15.0
4913000,1.5,6.0,5.313205979041787,7,9.0
2628072,1.4,6.0,5.087596335232384,6,15.0
30664297,2.0,8.0,5.730099782973574,8,30.0
57960603,3.0,8.0,5.910796644040527,3,12.0
12326391,2.0,8.0,5.4638318050256105,5,11.0
9393931,2.0,7.0,5.552959584921617,10,11.0
24389000,3.5,6.0,5.541263545158426,10,9.0
48627125,3.5,6.0,6.040254711277414,8,9.0
25672375,3.5,8.0,5.5134287461649825,8,9.0
24389000,2.0,6.0,5.552959584921617,7,12.0
1442897,1.5,4.0,4.709530201312334,4,14.0
11390625,2.0,7.0,5.552959584921617,10,12.0
21717639,2.5,6.0,5.529429087511423,7,8.0
1331000,1.6,5.0,4.736198448394496,5,14.0
13824000,2.0,9.0,5.521460917862246,9,9.0
8869743,2.0,6.0,5.332718793265369,8,14.0
5929741,2.0,7.0,5.3981627015177525,8,13.0
1771561,1.6,6.0,4.709530201312334,6,14.0
5929741,2.4,6.0,5.1647859739235145,5,14.0
25934336,3.5,8.0,5.572154032177765,7,9.0
21484952,2.4,6.0,5.529429087511423,11,9.0
9393931,2.0,7.0,5.3981627015177525,10,12.0
3112136,1.6,6.0,5.272999558563747,7,27.0
8489664,2.5,8.0,5.493061443340548,6,13.0
6644672,2.5,6.0,5.225746673713202,6,14.0
11697083,2.5,6.0,5.736572297479192,4,9.0
15625000,2.0,8.0,5.560681631015528,7,11.0
23149125,2.3,6.0,5.703782474656201,8,9.0
16003008,2.0,9.0,5.552959584921617,5,9.0
16387064,2.0,6.0,5.583496308781699,11,9.0
23149125,2.3,6.0,5.703782474656201,8,9.0
22188041,3.6,6.0,5.583496308781699,9,9.0
1728000,1.6,7.0,4.997212273764115,9,13.0
1953125,1.4,6.0,4.997212273764115,7,16.0
21952000,3.5,6.0,5.568344503761097,9,9.0
1331000,1.6,6.0,4.736198448394496,5,14.0
1331000,1.6,5.0,4.736198448394496,7,15.0
21952000,3.5,6.0,5.568344503761097,8,9.0
6229504,2.0,8.0,5.293304824724492,5,13.0
1259712,1.2,6.0,5.017279836814924,6,15.0
24389000,3.5,6.0,5.541263545158426,7,9.0
2628072,1.4,7.0,5.181783550292085,3,14.0
