horsepower3,displacement,gears,torque_log,age,fuel_consumption_km_l
23887872,3.6,6.0,5.598421958998375,11,9.0
9261000,2.0,6.0,5.332718793265369,10,13.0
1771561,1.6,6.0,4.709530201312334,5,15.0
8489664,2.0,9.0,5.327876168789581,5,14.0
3796416,1.6,6.0,4.990432586778736,9,13.0
24389000,3.5,6.0,5.58724865840025,11,6.0
5088448,2.4,6.0,5.10594547390058,10,12.0
33076161,3.0,8.0,5.802118375377063,8,10.0
29791000,2.3,6.0,5.768320995793772,8,11.0
8120601,2.5,8.0,5.181783550292085,7,15.0
2406104,1.5,8.0,5.087596335232384,7,17.0
2515456,1.5,6.0,5.087596335232384,10,17.0
1000000,1.4,6.0,4.584967478670572,12,14.0
1030301,1.4,5.0,4.584967478670572,9,15.0
3375000,1.4,7.0,5.214935757608986,9,14.0
28094464,3.7,6.0,5.60947179518496,13,6.0
3375000,2.0,6.0,4.948759890378168,7,13.0
1643032,1.6,5.0,4.770684624465665,10,13.0
4096000,2.0,6.0,4.983606621708336,10,15.0
4096000,2.0,5.0,4.983606621708336,8,15.0
2146689,1.8,6.0,4.852030263919617,7,14.0
1728000,1.6,5.0,4.718498871295094,8,16.0
1815848,1.4,7.0,4.997212273764115,12,16.0
5451776,2.5,6.0,5.147494476813453,11,13.0
10077696,3.0,8.0,5.3471075307174685,7,9.0
1157625,1.6,5.0,4.727387818712341,4,14.0
3048625,1.8,6.0,4.867534450455582,9,17.0
3048625,1.8,6.0,4.867534450455582,9,17.0
1520875,1.6,5.0,4.762173934797756,7,13.0
3723875,2.0,6.0,4.997212273764115,8,14.0
1191016,1.6,4.0,4.653960350157523,8,18.0
941192,1.4,5.0,4.48863636973214,9,18.0
1124864,1.6,4.0,4.672828834461906,8,12.0
592704,1.0,5.0,4.48863636973214,11,16.0
3048625,2.0,6.0,4.912654885736052,8,9.0
2146689,1.8,6.0,4.852030263919617,9,14.0
3241792,2.0,5.0,4.90527477843843,13,9.0
1771561,1.6,6.0,4.709530201312334,6,16.0
5088448,2.4,6.0,5.10594547390058,11,12.0
4741632,2.5,6.0,5.176149732573829,13,11.0
1520875,1.6,5.0,4.736198448394496,8,15.0
1124864,1.6,5.0,4.727387818712341,11,13.0
1225043,1.6,5.0,4.6443908991413725,7,17.0
1520875,1.6,6.0,4.736198448394496,10,13.0
614125,1.4,5.0,4.499809670330265,9,14.0
4741632,2.5,6.0,5.176149732573829,10,11.0
531441,1.2,5.0,4.382026634673881,8,17.0
1771561,1.6,6.0,4.709530201312334,3,14.0
46656000,5.0,6.0,5.940171252720432,12,6.0
3723875,2.0,6.0,4.997212273764115,8,13.0
1728000,1.6,5.0,4.718498871295094,8,16.0
2744000,1.8,5.0,4.859812404361672,5,16.0
3241792,2.0,6.0,5.60947179518496,6,18.0
46656000,5.7,6.0,5.966146739123692,13,6.0
11239424,2.0,8.0,5.552959584921617,4,8.0
74088000,6.2,8.0,6.131226489483141,6,7.0
13824000,2.0,9.0,5.521460917862246,10,9.0
32768000,2.0,8.0,5.68697535633982,8,12.0
13824000,2.0,9.0,5.521460917862246,9,9.0
12326391,2.0,6.0,5.4638318050256105,7,11.0
34965783,3.7,7.0,5.594711379601839,9,10.0
10941048,2.0,8.0,5.552959584921617,11,9.0
16003008,2.5,7.0,5.60947179518496,8,12.0
15438249,2.0,8.0,5.552959584921617,5,10.0
28652616,2.0,7.0,5.68697535633982,4,12.0
2515456,2.0,7.0,5.087596335232384,5,13.0
24389000,3.5,6.0,5.541263545158426,8,9.0
24389000,3.3,6.0,5.529429087511423,8,9.0
13824000,2.0,6.0,5.598421958998375,8,9.0
15625000,2.5,6.0,5.736572297479192,6,9.0
2628072,1.4,6.0,4.997212273764115,7,13.0
4741632,2.5,5.0,5.176149732573829,8,11.0
20346417,3.7,6.0,5.598421958998375,10,8.0
19902511,3.2,9.0,5.476463551931511,6,9.0
3112136,1.6,6.0,5.272999558563747,7,27.0
6644672,2.5,6.0,5.214935757608986,9,14.0
6028568,2.4,6.0,5.147494476813453,9,9.0
5832000,2.0,7.0,5.4638318050256105,8,12.0
2197000,1.8,6.0,4.897839799950911,4,12.0
5929741,2.0,8.0,5.293304824724492,7,12.0
1331000,1.0,5.0,4.8283137373023015,6,19.0
37595375,3.6,8.0,5.652489180268651,9,8.0
19683000,3.5,6.0,5.5134287461649825,10,9.0
6434856,2.5,6.0,5.225746673713202,3,9.0
1331000,1.0,6.0,4.6913478822291435,7,19.0
5451776,2.5,6.0,5.147494476813453,10,11.0
23887872,3.6,6.0,5.598421958998375,9,9.0
1331000,1.2,6.0,4.859812404361672,8,17.0
1953125,1.4,6.0,4.997212273764115,9,15.0
3375000,1.4,7.0,5.214935757608986,6,14.0
22188041,3.6,6.0,5.583496308781699,10,9.0
3581577,2.0,6.0,4.955827057601261,6,12.0
7077888,2.0,6.0,5.332718793265369,8,13.0
19248832,3.5,6.0,5.5134287461649825,13,9.0
3375000,2.0,6.0,4.955827057601261,8,15.0
4096000,1.4,5.0,5.135798437050262,8,15.0
4913000,1.4,6.0,5.214935757608986,7,15.0
1157625,1.6,5.0,4.727387818712341,5,14.0
1191016,1.6,5.0,4.653960350157523,8,14.0
6331625,2.4,6.0,5.181783550292085,8,13.0
1953125,1.4,7.0,4.997212273764115,9,15.0
16194277,3.5,5.0,5.545177444479562,13,9.0
5177717,2.4,4.0,5.111987788356544,9,8.0
1295029,1.5,6.0,4.6443908991413725,4,18.0
1225043,1.5,6.0,4.6443908991413725,4,16.0
5545233,2.0,6.0,5.176149732573829,6,11.0
1331000,1.6,5.0,4.430816798843313,6,13.0
4173281,1.6,7.0,5.214935757608986,6,15.0
1225043,1.5,6.0,4.6443908991413725,7,16.0
1520875,1.6,5.0,4.770684624465665,8,13.0
15625000,3.5,6.0,5.53338948872752,11,6.0
1124864,1.6,5.0,4.727387818712341,10,15.0
4096000,1.4,5.0,5.214935757608986,11,15.0
4741632,2.5,6.0,5.176149732573829,7,11.0
1124864,1.6,5.0,4.727387818712341,9,14.0
1771561,1.6,6.0,4.709530201312334,7,15.0
636056,1.2,4.0,4.477336814478207,5,16.0
2197000,1.5,6.0,4.736198448394496,9,12.0
1442897,1.6,6.0,4.709530201312334,5,10.0
5545233,2.4,5.0,5.099866427824199,13,8.0
1191016,1.5,5.0,4.634728988229636,11,17.0
1225043,1.5,5.0,4.6443908991413725,6,17.0
1404928,1.6,5.0,4.700480365792417,12,14.0
1000000,1.4,5.0,4.584967478670572,10,14.0
438976,1.2,5.0,4.30406509320417,7,20.0
3944312,2.4,6.0,5.147494476813453,8,9.0
2000376,2.4,5.0,4.962844630259907,6,9.0
1331000,1.6,5.0,4.736198448394496,8,17.0
1000000,1.4,5.0,4.584967478670572,12,19.0
1225043,1.5,5.0,4.6443908991413725,7,17.0
1000000,1.6,5.0,4.653960350157523,7,17.0
4574296,2.5,6.0,5.181783550292085,7,9.0
29791000,3.6,8.0,5.6131281063880705,7,9.0
39304000,3.0,8.0,5.805134968916488,10,7.0
23639903,3.6,9.0,5.568344503761097,8,7.0
10648000,2.0,6.0,5.552959584921617,8,14.0
29791000,3.6,6.0,5.602118820879701,8,9.0
7077888,2.0,7.0,5.327876168789581,6,13.0
2744000,1.4,7.0,5.214935757608986,10,17.0
15625000,2.0,6.0,5.598421958998375,8,15.0
5929741,2.4,6.0,5.1647859739235145,7,12.0
27000000,3.7,6.0,5.6240175061873385,11,9.0
2744000,1.5,7.0,5.087596335232384,5,17.0
15438249,2.0,7.0,5.60947179518496,4,11.0
74088000,4.8,8.0,6.0063531596017325,10,5.0
2628072,1.4,6.0,5.087596335232384,5,15.0
7077888,2.0,7.0,5.327876168789581,4,11.0
5929741,2.4,6.0,5.1647859739235145,8,12.0
20346417,3.7,6.0,5.598421958998375,12,8.0
4330747,1.6,7.0,5.214935757608986,5,15.0
4741632,2.5,6.0,5.176149732573829,8,11.0
3652264,1.6,7.0,5.214935757608986,7,15.0
1953125,1.4,7.0,4.997212273764115,7,15.0
14706125,2.0,6.0,5.560681631015528,9,11.0
3241792,1.4,7.0,5.214935757608986,8,15.0
13824000,2.0,6.0,5.560681631015528,8,10.0
6644672,2.5,6.0,5.214935757608986,8,8.0
2406104,1.6,6.0,4.700480365792417,9,19.0
5929741,2.0,8.0,5.365976015021851,7,12.0
2406104,1.5,6.0,5.087596335232384,8,15.0
2628072,1.4,7.0,5.187385805840755,4,11.0
2628072,1.5,7.0,5.087596335232384,7,15.0
2515456,1.5,6.0,5.087596335232384,10,17.0
27270901,3.6,6.0,5.605802066295998,11,9.0
1643032,1.6,5.0,4.74493212836325,4,15.0
2515456,1.5,6.0,5.087596335232384,9,17.0
6859000,2.0,7.0,5.4638318050256105,6,15.0
6229504,2.0,8.0,5.293304824724492,5,13.0
2628072,1.4,6.0,4.997212273764115,6,13.0
4330747,2.4,4.0,5.111987788356544,10,11.0
28372625,3.6,8.0,5.5909869805108565,6,7.0
5929741,2.0,7.0,5.293304824724492,11,9.0
23887872,3.6,6.0,5.598421958998375,9,9.0
3511808,1.6,6.0,5.214935757608986,9,15.0
8120601,2.5,8.0,5.181783550292085,7,15.0
3375000,2.0,6.0,4.948759890378168,6,13.0
22188041,3.6,6.0,5.583496308781699,8,9.0
1771561,1.6,6.0,4.709530201312334,7,16.0
1404928,1.6,4.0,4.709530201312334,9,10.0
2744000,1.8,5.0,4.852030263919617,10,16.0
5088448,2.4,6.0,5.10594547390058,9,11.0
5177717,2.4,4.0,5.111987788356544,8,10.0
3375000,1.4,7.0,5.214935757608986,7,16.0
3176523,2.0,6.0,4.882801922586371,7,15.0
5451776,2.5,6.0,5.147494476813453,12,11.0
6434856,2.5,6.0,5.225746673713202,6,9.0
6331625,2.4,6.0,5.181783550292085,9,13.0
2744000,1.8,5.0,4.852030263919617,13,16.0
4741632,2.5,6.0,5.176149732573829,12,11.0
1225043,1.5,5.0,4.6443908991413725,5,16.0
2744000,1.8,6.0,4.859812404361672,11,15.0
1771561,1.6,6.0,4.709530201312334,5,15.0
729000,1.0,5.0,4.204692619390966,7,20.0
2197000,1.2,6.0,4.941642422609304,4,15.0
2352637,2.0,4.0,4.955827057601261,12,11.0
2744000,1.8,5.0,4.852030263919617,13,10.0
941192,1.4,5.0,4.48863636973214,9,18.0
4574296,2.7,5.0,5.19295685089021,6,8.0
1000000,1.4,4.0,4.584967478670572,8,20.0
2197000,6.2,6.0,4.941642422609304,3,15.0
1124864,1.6,5.0,4.6913478822291435,9,15.0
3241792,2.0,5.0,4.90527477843843,12,9.0
941192,1.4,5.0,4.48863636973214,5,18.0
2000376,2.4,5.0,4.962844630259907,8,9.0
1092727,1.6,5.0,4.672828834461906,10,14.0
4574296,2.4,6.0,5.181783550292085,7,9.0
4574296,2.7,5.0,5.19295685089021,6,8.0
1225043,1.6,5.0,4.6443908991413725,6,17.0
681472,1.2,5.0,4.477336814478207,9,18.0
13824000,2.0,8.0,5.5254529391317835,9,11.0
15438249,2.0,8.0,5.552959584921617,3,12.0
28372625,3.6,9.0,5.556828061699537,5,9.0
12812904,2.0,9.0,5.5254529391317835,7,9.0
59319000,5.0,7.0,5.910796644040527,10,7.0
24389000,3.5,6.0,5.541263545158426,9,9.0
28652616,3.0,8.0,5.68697535633982,7,7.0
5929741,1.5,8.0,5.247024072160486,3,14.0
11852352,2.5,6.0,5.736572297479192,6,11.0
46656000,5.7,8.0,5.966146739123692,7,6.0
52734375,3.5,10.0,6.152732694704104,8,8.0
5451776,2.5,6.0,5.147494476813453,8,13.0
46656000,5.7,8.0,5.966146739123692,11,6.0
2685619,1.6,6.0,4.6913478822291435,7,28.0
34965783,3.7,7.0,5.58724865840025,9,8.0
11852352,2.5,6.0,5.736572297479192,4,11.0
2744000,1.5,7.0,5.087596335232384,4,15.0
3944312,1.4,6.0,5.176149732573829,10,14.0
3652264,2.0,6.0,4.997212273764115,13,9.0
6644672,2.5,6.0,5.214935757608986,9,9.0
2515456,2.0,6.0,5.087596335232384,6,13.0
1643032,1.6,5.0,4.770684624465665,8,13.0
6331625,3.3,6.0,5.181783550292085,6,12.0
3796416,1.6,6.0,5.214935757608986,8,13.0
28372625,3.6,8.0,5.5909869805108565,9,7.0
3241792,2.0,6.0,4.969813299576001,5,15.0
1331000,1.6,5.0,4.736198448394496,9,15.0
27000000,2.0,9.0,5.68697535633982,6,9.0
6434856,2.0,6.0,5.225746673713202,4,9.0
2744000,2.0,4.0,4.969813299576001,4,12.0
1295029,1.5,6.0,4.6443908991413725,5,18.0
3723875,2.0,6.0,4.997212273764115,9,14.0
5451776,2.5,6.0,5.147494476813453,12,11.0
6644672,2.5,6.0,5.214935757608986,11,9.0
2197000,1.5,6.0,4.736198448394496,5,15.0
1404928,1.5,5.0,4.68213122712422,6,12.0
8000000,2.0,6.0,5.327876168789581,12,12.0
357911,1.0,5.0,4.204692619390966,9,20.0
704969,1.6,5.0,5.0689042022202315,6,14.0
4096000,2.0,6.0,4.983606621708336,10,15.0
2744000,1.8,5.0,4.852030263919617,10,17.0
2197000,1.2,6.0,4.941642422609304,3,15.0
1771561,1.6,6.0,4.709530201312334,5,16.0
614125,1.4,5.0,4.499809670330265,8,14.0
328509,1.0,5.0,4.219507705176107,7,15.0
1771561,1.6,6.0,4.709530201312334,3,15.0
681472,1.2,4.0,4.477336814478207,5,17.0
328509,1.0,5.0,4.219507705176107,8,15.0
1000000,1.6,5.0,4.653960350157523,7,15.0
681472,1.2,4.0,4.477336814478207,9,15.0
46656000,5.0,6.0,5.940171252720432,11,7.0
28652616,3.5,7.0,5.60947179518496,10,9.0
3375000,1.4,6.0,5.214935757608986,5,15.0
74088000,6.2,8.0,6.131226489483141,8,7.0
6229504,2.4,9.0,5.14166355650266,8,9.0
14172488,3.0,8.0,5.552959584921617,9,7.0
5929741,2.4,6.0,5.1647859739235145,5,12.0
27000000,3.7,6.0,5.6240175061873385,9,9.0
8615125,1.6,8.0,5.3981627015177525,6,13.0
2628072,1.4,6.0,5.087596335232384,7,15.0
20123648,2.0,8.0,5.560681631015528,8,12.0
15625000,2.5,6.0,5.736572297479192,9,9.0
2515456,1.5,7.0,5.087596335232384,4,17.0
8489664,2.0,9.0,5.327876168789581,5,9.0
24389000,3.5,9.0,5.58724865840025,7,6.0
4913000,2.5,6.0,5.176149732573829,6,11.0
48627125,3.5,6.0,6.040254711277414,9,9.0
10793861,3.0,8.0,5.910796644040527,7,10.0
3375000,1.4,6.0,5.214935757608986,4,14.0
4492125,1.6,6.0,5.176149732573829,4,12.0
13312053,1.8,6.0,5.5254529391317835,6,9.0
2515456,1.5,6.0,5.087596335232384,5,13.0
24389000,3.6,8.0,5.560681631015528,8,9.0
3241792,1.4,7.0,5.214935757608986,7,17.0
12977875,2.0,8.0,5.560681631015528,5,12.0
14706125,2.0,8.0,5.552959584921617,8,12.0
6331625,2.4,6.0,5.181783550292085,5,12.0
2628072,1.4,6.0,4.997212273764115,9,13.0
551368,1.2,5.0,4.418840607796598,8,19.0
14172488,2.0,8.0,5.552959584921617,9,11.0
6644672,2.5,6.0,5.225746673713202,5,14.0
2197000,1.2,6.0,5.135798437050262,4,11.0
23887872,3.6,6.0,5.598421958998375,10,9.0
25672375,3.5,8.0,5.5134287461649825,7,9.0
5929741,2.0,8.0,5.293304824724492,9,12.0
6859000,2.0,6.0,5.3981627015177525,7,9.0
3652264,1.6,7.0,5.214935757608986,12,13.0
6644672,2.5,6.0,5.214935757608986,10,14.0
8242408,1.6,7.0,5.272999558563747,8,14.0
27270901,3.6,6.0,5.579729825986222,12,9.0
5929741,1.6,8.0,5.293304824724492,6,13.0
5177717,2.4,4.0,5.111987788356544,8,8.0
23149125,3.6,5.0,5.560681631015528,10,9.0
7645373,2.5,6.0,5.25227342804663,11,13.0
18821096,3.5,6.0,5.501258210544727,14,9.0
3375000,1.4,7.0,5.214935757608986,9,14.0
5929741,2.0,8.0,5.293304824724492,8,13.0
33698267,3.6,6.0,5.627621113690637,10,10.0
1259712,1.6,6.0,4.736198448394496,8,14.0
4574296,2.4,7.0,5.181783550292085,4,10.0
1771561,1.6,6.0,4.709530201312334,5,14.0
4096000,2.0,5.0,4.983606621708336,9,15.0
1124864,1.6,6.0,4.727387818712341,8,14.0
1124864,1.6,6.0,4.727387818712341,7,14.0
704969,1.6,5.0,5.0689042022202315,7,14.0
4741632,2.5,6.0,5.135798437050262,7,9.0
1191016,1.5,6.0,4.634728988229636,7,18.0
1643032,1.6,5.0,4.700480365792417,4,16.0
2744000,1.8,5.0,4.852030263919617,11,11.0
1728000,1.6,6.0,4.718498871295094,6,14.0
3241792,2.0,5.0,4.90527477843843,12,9.0
5088448,2.4,6.0,5.10594547390058,8,10.0
24389000,3.3,6.0,5.529429087511423,7,9.0
5929741,2.0,6.0,5.017279836814924,6,13.0
1157625,1.5,5.0,4.653960350157523,8,17.0
1061208,1.5,4.0,4.59511985013459,9,13.0
1442897,2.0,6.0,4.804021044733257,10,11.0
1331000,1.2,5.0,5.214935757608986,5,15.0
15625000,2.0,8.0,5.616771097666572,5,8.0
16387064,2.0,8.0,5.552959584921617,5,12.0
15625000,2.0,8.0,5.616771097666572,5,9.0
44738875,5.3,6.0,5.948034989180646,6,7.0
17779581,2.0,10.0,5.634789603169249,4,10.0
21024576,3.6,8.0,5.583496308781699,8,8.0
3375000,1.4,7.0,5.214935757608986,6,18.0
46656000,5.7,8.0,5.966146739123692,10,7.0
4330747,2.4,4.0,5.111987788356544,8,11.0
21952000,2.5,6.0,5.521460917862246,9,9.0
11390625,2.0,7.0,5.552959584921617,9,12.0
24389000,3.7,9.0,5.58724865840025,9,6.0
3241792,1.4,6.0,5.214935757608986,6,16.0
15438249,2.0,7.0,5.60947179518496,8,11.0
6434856,2.5,6.0,5.214935757608986,10,10.0
8120601,1.6,7.0,5.272999558563747,6,14.0
6751269,2.0,7.0,5.332718793265369,6,14.0
1331000,1.0,5.0,4.8283137373023015,4,19.0
25672375,3.6,8.0,5.560681631015528,5,7.0
55306341,5.7,6.0,5.993961427306569,10,6.0
19248832,3.5,6.0,5.5134287461649825,10,9.0
24389000,3.5,6.0,5.58724865840025,11,6.0
25672375,3.6,8.0,5.560681631015528,6,9.0
5639752,2.5,6.0,5.135798437050262,11,15.0
15625000,3.5,6.0,5.53338948872752,9,9.0
3796416,1.6,7.0,5.214935757608986,10,13.0
4096000,2.0,6.0,4.983606621708336,8,15.0
3511808,1.6,6.0,5.214935757608986,7,15.0
1331000,1.6,6.0,4.718498871295094,7,13.0
3241792,2.0,6.0,4.948759890378168,9,15.0
22665187,4.0,6.0,5.560681631015528,11,7.0
2197000,1.2,6.0,4.948759890378168,4,16.0
5929741,2.0,8.0,5.293304824724492,8,13.0
1157625,1.6,6.0,4.727387818712341,5,14.0
4410944,2.0,6.0,4.983606621708336,6,12.0
8489664,2.5,8.0,5.493061443340548,6,14.0
23149125,3.6,5.0,5.560681631015528,12,8.0
5639752,2.4,6.0,5.75890177387728,3,12.0
3176523,2.0,6.0,4.882801922586371,6,17.0
1643032,1.6,6.0,4.736198448394496,6,14.0
1124864,1.6,6.0,4.727387818712341,10,15.0
1442897,1.5,6.0,4.663439094112067,4,14.0
5929741,2.0,6.0,5.017279836814924,4,13.0
1061208,1.5,4.0,4.59511985013459,4,13.0
1225043,1.5,6.0,4.6443908991413725,6,17.0
571787,1.2,5.0,4.430816798843313,3,17.0
636056,1.2,4.0,4.477336814478207,7,16.0
2197000,1.2,5.0,4.941642422609304,7,18.0
1442897,2.0,5.0,4.804021044733257,10,12.0
74088000,6.2,8.0,6.131226489483141,10,7.0
172808693,5.5,7.0,6.329720905522696,11,5.0
28372625,3.6,9.0,5.556828061699537,6,9.0
3375000,1.4,6.0,5.214935757608986,6,15.0
20123648,2.0,6.0,5.560681631015528,10,12.0
14706125,2.0,6.0,5.616771097666572,7,8.0
10077696,3.0,8.0,5.3471075307174685,6,9.0
14886936,2.0,8.0,5.594711379601839,7,11.0
27543608,3.0,8.0,5.68697535633982,7,10.0
21717639,2.5,6.0,5.529429087511423,9,8.0
2197000,1.8,6.0,4.897839799950911,5,12.0
3241792,1.4,7.0,5.214935757608986,6,17.0
74088000,3.6,8.0,6.0063531596017325,9,5.0
3375000,1.4,6.0,5.214935757608986,3,14.0
1000000,1.4,4.0,4.584967478670572,8,20.0
7077888,2.0,6.0,5.332718793265369,8,13.0
1331000,1.0,6.0,4.770684624465665,4,19.0
7077888,2.0,7.0,5.327876168789581,3,14.0
1331000,1.0,5.0,4.8283137373023015,7,19.0
5929741,2.0,8.0,5.293304824724492,11,12.0
3652264,1.6,7.0,5.214935757608986,11,13.0
15625000,3.5,6.0,5.53338948872752,11,9.0
39304000,3.0,7.0,5.82600010738045,8,8.0
15625000,3.5,6.0,5.53338948872752,12,9.0
97336000,5.0,6.0,6.040254711277414,7,8.0
1442897,1.6,5.0,4.762173934797756,5,12.0
3176523,2.0,6.0,4.882801922586371,5,15.0
1191016,1.5,6.0,4.634728988229636,8,18.0
1331000,1.6,4.0,4.6913478822291435,11,11.0
4410944,2.5,5.0,5.117993812416755,5,9.0
55306341,5.7,6.0,5.993961427306569,14,6.0
1000000,1.6,5.0,4.653960350157523,8,17.0
2744000,1.8,5.0,4.859812404361672,10,16.0
1225043,1.6,5.0,4.6443908991413725,3,17.0
1000000,1.6,5.0,4.653960350157523,6,17.0
1000000,1.6,5.0,4.653960350157523,9,14.0
1157625,1.6,5.0,4.672828834461906,7,14.0
